Vulnerable Commit,Commit Hash,Vulnerable Code Unit,Code Unit Lines,Kind,Name,File,AltAvgLineBlank,AltAvgLineCode,AltAvgLineComment,AltCountLineBlank,AltCountLineCode,AltCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClassMethod,CountDeclClassVariable,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclInstanceVariablePrivate,CountDeclInstanceVariableProtected,CountDeclInstanceVariablePublic,CountDeclMethod,CountDeclMethodAll,CountDeclMethodConst,CountDeclMethodFriend,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountLineInactive,CountLinePreprocessor,CountStmt,CountStmtDecl,CountStmtEmpty,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxInheritanceTree,MaxNesting,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,SubDocMapEntry,dom/base/nsDocument.cpp,0,0,0,0,6,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,7,0,6,3,0,2,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[9651, 9655]",Struct,SuppressArgs,dom/base/nsDocument.cpp,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[9987, 9996]",Struct,UnsuppressArgs,dom/base/nsDocument.cpp,0,4,0,1,9,0,1,1,1,1,4,0,4,0,0,1,0,0,0,1,3,0,0,2,1,1,0,0,0,0,1,10,1,9,6,0,0,0,0,3,3,0,0,1,1,1,1,0,0,66,0,1,1,1,1
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,final,dom/base/nsDocument.cpp,0,4,0,3,12,2,1,1,1,1,4,0,4,0,1,1,0,0,0,3,1,0,1,0,3,3,0,0,0,0,3,16,3,12,5,1,2,0,0,5,4,0,1,1,1,1,1,1,0,66,0,1,1,1,1
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,final,dom/base/nsDocument.cpp,0,3,0,0,10,0,1,1,1,1,3,0,3,0,1,0,0,0,0,2,1,0,0,1,2,2,0,0,1,0,1,10,0,10,6,1,0,0,0,4,3,0,1,1,1,1,1,1,0,100,0,2,2,2,2
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,mozilla::FullscreenRoots,dom/base/nsDocument.cpp,0,9,0,9,87,19,2,2,2,1,9,0,9,0,0,2,0,6,1,2,1,1,0,0,8,8,0,0,4,0,4,115,9,87,33,33,19,0,0,48,18,0,30,4,4,5,4,0,2,43,0,18,18,20,11
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Public Struct,mozilla::dom::nsIDocument::FrameRequest,dom/base/nsDocument.cpp,0,3,0,3,19,4,1,1,1,1,3,0,3,0,0,1,0,0,0,4,2,0,0,2,4,4,3,0,0,0,4,26,3,19,11,3,4,0,0,9,6,0,3,1,1,1,1,0,0,37,0,4,4,4,4
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,mozilla::final,dom/events/EventStateManager.cpp,0,1,0,0,10,0,1,1,1,1,1,0,1,0,1,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,10,0,10,7,0,0,0,0,4,4,0,0,1,1,1,1,1,0,100,0,2,2,2,2
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[11155, 11173]",Class,nsCallExitFullscreen,dom/base/nsDocument.cpp,0,5,0,2,17,0,1,1,1,1,5,0,5,0,1,2,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,19,2,17,5,5,0,0,0,7,3,0,4,2,2,2,1,1,1,0,0,3,3,3,2
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[11423, 11436]",Class,nsCallRequestFullScreen,dom/base/nsDocument.cpp,0,3,0,2,12,0,1,1,1,1,3,0,3,0,1,1,0,0,0,2,1,0,0,1,2,2,0,0,0,0,2,14,2,12,5,2,0,0,0,5,3,0,2,1,1,1,1,1,0,0,0,2,2,2,2
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,,Class,nsDelayedEventDispatcher,dom/base/nsDocument.cpp,0,3,0,2,16,0,1,1,1,1,3,0,3,0,1,0,0,0,0,3,1,1,0,0,3,3,0,0,0,0,3,18,2,16,5,3,0,0,0,7,4,0,3,1,1,1,1,1,0,33,0,3,3,3,3
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[12196, 12268]",Class,nsPointerLockPermissionRequest,dom/base/nsDocument.cpp,1,13,0,17,143,8,2,2,3,1,15,1,13,0,2,6,0,0,0,10,4,0,1,3,10,10,0,0,0,1,9,168,17,143,42,80,8,0,0,82,22,0,60,5,5,10,5,1,2,62,0,24,24,34,18
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[677, 691]",Struct,nsRadioGroupStruct,dom/base/nsDocument.cpp,0,4,0,1,11,3,1,1,1,1,4,0,4,0,0,0,0,0,0,1,4,0,0,4,1,1,0,0,0,0,1,15,1,11,9,0,3,0,0,5,5,0,0,1,1,1,1,0,0,50,0,1,1,1,1
No,90aa942f6fbdcbf1a65abc51c379a9bcbb10be94,No,"[9092, 9101]",Class,nsUnblockOnloadEvent,dom/base/nsDocument.cpp,0,2,0,0,10,0,1,1,1,1,2,0,2,0,1,1,0,0,0,2,1,1,0,0,2,2,0,0,0,0,2,10,0,10,4,2,0,0,0,5,3,0,2,1,1,1,1,1,0,0,0,2,2,2,2
Yes,140cd14e0d7af910bfd6848298ecd980fd7f6791,No,,Class,CookieNotifierRunnable,netwerk/protocol/http/HttpBaseChannel.cpp,0,7,0,2,22,0,1,1,1,1,7,0,7,0,1,2,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,24,2,22,8,7,0,0,0,9,5,0,4,2,2,2,1,1,1,0,0,3,3,3,2
Yes,140cd14e0d7af910bfd6848298ecd980fd7f6791,No,,Class,HttpAtomComparator,netwerk/protocol/http/HttpBaseChannel.cpp,0,4,0,0,13,0,1,1,1,1,4,0,4,0,0,0,0,0,0,2,1,1,0,0,2,2,1,0,0,0,2,13,0,13,5,3,0,0,0,6,3,0,3,2,2,2,1,0,1,0,0,3,3,3,2
Yes,140cd14e0d7af910bfd6848298ecd980fd7f6791,No,,Class,final,netwerk/protocol/http/HttpBaseChannel.cpp,0,5,0,3,23,0,1,1,1,1,6,0,5,0,1,2,0,0,0,3,1,1,0,0,3,3,0,0,1,0,2,26,3,23,10,4,0,0,0,8,5,0,3,2,2,2,1,1,1,66,0,4,4,4,3
Yes,140cd14e0d7af910bfd6848298ecd980fd7f6791,No,,Class,mozilla::net::InterceptFailedOnStop,netwerk/protocol/http/HttpBaseChannel.cpp,0,4,0,4,29,0,1,1,1,1,4,0,4,0,1,2,0,0,0,5,2,2,0,0,5,5,0,0,1,0,4,33,4,29,13,6,0,0,0,13,7,0,6,2,2,3,1,1,1,40,0,6,6,7,5
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,No,,Class,CookieNotifierRunnable,netwerk/protocol/http/HttpBaseChannel.cpp,0,7,0,2,22,0,1,1,1,1,7,0,7,0,1,2,0,0,0,2,2,2,0,0,2,2,0,0,0,0,2,24,2,22,8,7,0,0,0,9,5,0,4,2,2,2,1,1,1,0,0,3,3,3,2
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,No,,Class,HttpAtomComparator,netwerk/protocol/http/HttpBaseChannel.cpp,0,4,0,0,13,0,1,1,1,1,4,0,4,0,0,0,0,0,0,2,1,1,0,0,2,2,1,0,0,0,2,13,0,13,5,3,0,0,0,6,3,0,3,2,2,2,1,0,1,0,0,3,3,3,2
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,No,,Class,final,netwerk/protocol/http/HttpBaseChannel.cpp,0,5,0,3,23,0,1,1,1,1,6,0,5,0,1,2,0,0,0,3,1,1,0,0,3,3,0,0,1,0,2,26,3,23,10,4,0,0,0,8,5,0,3,2,2,2,1,1,1,66,0,4,4,4,3
No,3525b6a6938b53077b950533dc75f0e8ec5c5141,No,,Class,mozilla::net::InterceptFailedOnStop,netwerk/protocol/http/HttpBaseChannel.cpp,0,4,0,4,29,0,1,1,1,1,4,0,4,0,1,2,0,0,0,5,2,2,0,0,5,5,0,0,1,0,4,33,4,29,13,6,0,0,0,13,7,0,6,2,2,3,1,1,1,40,0,6,6,7,5
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,8,23,6,1,1,1,1,2,0,2,0,2,4,0,0,0,8,1,1,0,0,8,29,0,0,0,2,6,37,8,23,16,3,6,0,0,13,10,0,3,1,1,1,1,3,0,87,0,5,5,5,5
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,2,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,4,13,3,1,1,1,1,2,0,2,0,1,2,0,0,0,4,1,1,0,0,4,28,0,0,1,1,2,20,4,13,8,1,3,0,0,6,5,0,1,1,1,1,1,4,0,100,0,2,2,2,2
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,2,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,,Class,final,layout/svg/nsSVGEffects.h,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,12,2,9,4,0,1,0,0,6,6,0,0,0,0,0,0,1,0,100,0,0,0,0,0
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[416, 587]",Class,nsSVGEffects,layout/svg/nsSVGEffects.h,1,14,1,43,320,94,2,2,3,1,16,1,14,1,0,17,0,14,0,10,0,0,0,0,24,24,1,0,0,0,21,455,43,320,130,159,94,0,0,182,71,0,111,7,7,10,6,0,3,0,0,43,43,50,26
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[461, 493]",Public Struct,nsSVGEffects::EffectProperties,layout/svg/nsSVGEffects.h,1,9,0,9,55,15,2,2,3,1,10,1,9,0,0,5,0,0,0,5,3,0,0,3,5,5,0,0,0,0,5,79,9,55,25,25,15,0,0,33,15,0,18,3,3,5,3,0,1,66,0,11,11,15,7
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,Yes,"[254, 275]",Abstract Class,nsSVGFilterChainObserver,layout/svg/nsSVGEffects.h,0,6,0,5,40,1,2,2,2,2,6,0,6,0,1,1,1,0,0,7,1,1,0,0,7,7,1,0,0,0,7,46,5,40,20,12,1,0,0,25,11,0,14,3,3,3,3,1,2,100,0,9,9,9,8
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[277, 292]",Class,nsSVGFilterProperty,layout/svg/nsSVGEffects.h,1,7,1,6,30,4,2,2,2,1,10,1,7,1,1,2,0,0,0,4,1,0,1,0,4,11,0,0,0,1,2,40,6,30,14,12,4,0,0,14,6,0,8,4,4,5,1,2,1,25,0,6,6,7,3
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[149, 173]",Struct,nsSVGFrameReferenceFromProperty,layout/svg/nsSVGEffects.h,0,6,0,3,26,11,1,1,1,1,6,0,6,0,0,2,0,0,0,3,2,2,0,0,3,3,0,0,0,0,3,40,3,26,13,5,11,0,0,10,5,0,5,2,2,3,1,0,1,0,0,4,4,5,3
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[112, 147]",Class,nsSVGIDRenderingObserver,layout/svg/nsSVGEffects.h,0,5,0,4,47,6,1,1,1,1,5,0,5,0,1,5,2,0,0,4,1,0,1,0,4,21,0,0,0,2,2,57,4,47,21,12,6,0,0,23,11,0,12,2,2,3,1,2,1,25,0,5,5,6,4
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[126, 144]",Protected Class,nsSVGIDRenderingObserver::SourceReference,layout/svg/nsSVGEffects.h,0,2,0,0,15,4,1,1,1,1,2,0,2,0,1,2,0,0,0,5,1,1,0,0,5,6,0,0,0,2,1,19,0,15,5,5,4,0,0,9,4,0,5,1,1,1,1,1,0,60,0,3,3,3,3
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[46, 99]",Abstract Class,nsSVGRenderingObserver,layout/svg/nsSVGEffects.h,0,7,1,15,134,30,1,1,1,1,8,0,6,1,1,8,1,0,0,17,1,0,1,0,17,17,1,0,0,5,12,174,15,125,64,36,30,7,2,49,20,0,29,4,4,4,3,1,2,64,0,23,23,24,17
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[369, 414]",Class,nsSVGRenderingObserverList,layout/svg/nsSVGEffects.h,1,7,0,14,71,14,2,2,2,1,8,1,7,0,0,1,0,0,0,9,1,1,0,0,9,9,0,0,0,0,8,99,14,67,25,30,14,2,2,51,16,0,35,5,5,5,1,0,2,22,0,17,17,17,8
Yes,0f6e33eb43bff145cb122b9e00e4375d75c07b90,No,"[175, 192]",Class,nsSVGRenderingObserverProperty,layout/svg/nsSVGEffects.h,0,3,0,4,14,0,1,1,1,1,4,0,3,0,1,3,3,0,0,3,1,0,1,0,3,24,0,0,0,2,1,18,4,14,10,0,0,0,0,4,4,0,0,1,1,1,1,3,0,66,0,2,2,2,2
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,8,23,6,1,1,1,1,2,0,2,0,2,4,0,0,0,8,1,1,0,0,8,29,0,0,0,2,6,37,8,23,16,3,6,0,0,13,10,0,3,1,1,1,1,3,0,87,0,5,5,5,5
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,2,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,4,13,3,1,1,1,1,2,0,2,0,1,2,0,0,0,4,1,1,0,0,4,28,0,0,1,1,2,20,4,13,8,1,3,0,0,6,5,0,1,1,1,1,1,4,0,100,0,2,2,2,2
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,,Class,final,layout/svg/nsSVGEffects.h,0,2,0,1,8,0,1,1,1,1,2,0,2,0,1,2,0,0,0,2,0,0,0,0,2,26,0,0,0,1,1,9,1,8,4,0,0,0,0,2,2,0,0,1,1,1,1,4,0,0,0,1,1,1,1
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,,Class,final,layout/svg/nsSVGEffects.h,0,0,0,2,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,12,2,9,4,0,1,0,0,6,6,0,0,0,0,0,0,1,0,100,0,0,0,0,0
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[424, 595]",Class,nsSVGEffects,layout/svg/nsSVGEffects.h,1,14,1,43,320,94,2,2,3,1,16,1,14,1,0,17,0,14,0,10,0,0,0,0,24,24,1,0,0,0,21,455,43,320,130,159,94,0,0,182,71,0,111,7,7,10,6,0,3,0,0,43,43,50,26
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[469, 501]",Public Struct,nsSVGEffects::EffectProperties,layout/svg/nsSVGEffects.h,1,9,0,9,55,15,2,2,3,1,10,1,9,0,0,5,0,0,0,5,3,0,0,3,5,5,0,0,0,0,5,79,9,55,25,25,15,0,0,33,15,0,18,3,3,5,3,0,1,66,0,11,11,15,7
No,ef55583835000f85d7d63a53a94d90eb5d53287a,Yes,"[254, 283]",Abstract Class,nsSVGFilterChainObserver,layout/svg/nsSVGEffects.h,0,6,0,9,56,1,2,2,2,2,7,0,6,0,1,1,1,0,0,8,1,1,0,0,8,8,1,0,1,0,7,66,9,56,25,19,1,0,0,34,13,0,21,3,3,3,3,1,2,100,0,13,13,13,12
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[285, 300]",Class,nsSVGFilterProperty,layout/svg/nsSVGEffects.h,1,7,1,6,30,4,2,2,2,1,10,1,7,1,1,2,0,0,0,4,1,0,1,0,4,12,0,0,0,1,2,40,6,30,14,12,4,0,0,14,6,0,8,4,4,5,1,2,1,25,0,6,6,7,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[149, 173]",Struct,nsSVGFrameReferenceFromProperty,layout/svg/nsSVGEffects.h,0,6,0,3,26,11,1,1,1,1,6,0,6,0,0,2,0,0,0,3,2,2,0,0,3,3,0,0,0,0,3,40,3,26,13,5,11,0,0,10,5,0,5,2,2,3,1,0,1,0,0,4,4,5,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[112, 147]",Class,nsSVGIDRenderingObserver,layout/svg/nsSVGEffects.h,0,5,0,4,47,6,1,1,1,1,5,0,5,0,1,5,2,0,0,4,1,0,1,0,4,21,0,0,0,2,2,57,4,47,21,12,6,0,0,23,11,0,12,2,2,3,1,2,1,25,0,5,5,6,4
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[126, 144]",Protected Class,nsSVGIDRenderingObserver::SourceReference,layout/svg/nsSVGEffects.h,0,2,0,0,15,4,1,1,1,1,2,0,2,0,1,2,0,0,0,5,1,1,0,0,5,6,0,0,0,2,1,19,0,15,5,5,4,0,0,9,4,0,5,1,1,1,1,1,0,60,0,3,3,3,3
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[46, 99]",Abstract Class,nsSVGRenderingObserver,layout/svg/nsSVGEffects.h,0,7,1,15,134,30,1,1,1,1,8,0,6,1,1,8,1,0,0,17,1,0,1,0,17,17,1,0,0,5,12,174,15,125,64,36,30,7,2,49,20,0,29,4,4,4,3,1,2,64,0,23,23,24,17
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[377, 422]",Class,nsSVGRenderingObserverList,layout/svg/nsSVGEffects.h,1,7,0,14,71,14,2,2,2,1,8,1,7,0,0,1,0,0,0,9,1,1,0,0,9,9,0,0,0,0,8,99,14,67,25,30,14,2,2,51,16,0,35,5,5,5,1,0,2,22,0,17,17,17,8
No,ef55583835000f85d7d63a53a94d90eb5d53287a,No,"[175, 192]",Class,nsSVGRenderingObserverProperty,layout/svg/nsSVGEffects.h,0,3,0,4,14,0,1,1,1,1,4,0,3,0,1,3,3,0,0,3,1,0,1,0,3,24,0,0,0,2,1,18,4,14,10,0,0,0,0,4,4,0,0,1,1,1,1,3,0,66,0,2,2,2,2
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,ContextHolder,js/src/xpconnect/src/xpccomponents.cpp,0,8,0,5,27,0,1,1,1,1,9,0,8,0,1,1,0,1,0,2,3,0,0,3,3,3,0,0,0,0,3,32,5,27,15,10,0,0,0,15,10,0,5,2,2,2,1,1,1,77,0,3,3,3,2
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_Classes,js/src/xpconnect/src/xpccomponents.cpp,0,11,0,7,136,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,7,129,45,51,3,0,7,54,14,0,40,6,6,10,4,1,5,100,0,21,21,25,14
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_ClassesByID,js/src/xpconnect/src/xpccomponents.cpp,0,11,0,6,137,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,6,130,45,52,3,0,7,54,14,0,40,6,6,11,4,1,5,100,0,21,21,26,14
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_Constructor,js/src/xpconnect/src/xpccomponents.cpp,2,16,1,34,236,19,3,3,4,2,20,2,16,1,3,12,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,289,34,229,80,109,19,0,7,111,35,0,76,21,21,43,19,1,2,100,0,39,39,61,34
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_Exception,js/src/xpconnect/src/xpccomponents.cpp,1,13,1,16,190,20,2,2,3,2,15,1,12,1,3,7,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,219,16,183,63,81,20,0,7,86,21,1,64,17,13,24,15,1,3,100,0,35,31,42,30
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_ID,js/src/xpconnect/src/xpccomponents.cpp,1,9,0,18,145,7,1,1,2,1,11,1,9,0,3,6,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,170,18,138,57,51,7,0,7,63,16,0,47,6,6,9,5,1,1,100,0,24,24,27,20
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_InterfacesByID,js/src/xpconnect/src/xpccomponents.cpp,1,14,0,19,251,9,2,2,3,2,15,1,13,0,4,3,0,0,0,16,2,1,0,1,16,16,0,0,0,0,16,278,19,236,71,103,9,0,15,111,24,0,87,12,10,19,10,1,6,90,0,40,38,52,33
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_Results,js/src/xpconnect/src/xpccomponents.cpp,0,10,0,6,127,2,1,1,2,1,10,0,9,0,3,2,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,135,6,120,44,44,2,0,7,52,14,0,38,5,5,8,5,1,4,100,0,20,20,23,18
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,"[2672, 2694]",Class,nsXPCComponents_Utils,js/src/xpconnect/src/xpccomponents.cpp,5,25,4,68,319,53,4,4,5,4,34,5,22,4,3,9,0,0,0,12,2,1,0,1,12,12,0,0,0,0,12,438,68,283,91,187,49,24,16,199,60,0,139,17,17,23,17,1,2,100,0,57,57,70,49
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCComponents_utils_Sandbox,js/src/xpconnect/src/xpccomponents.cpp,2,18,0,12,109,4,3,3,3,2,20,2,17,0,2,1,0,1,0,4,1,0,0,1,5,5,0,0,1,0,4,123,12,105,47,40,4,1,3,44,14,0,30,12,12,14,9,1,4,100,0,16,16,18,13
Yes,c2a40a4d4191c616f84583a35884d143d54dc280,No,,Class,nsXPCConstructor,js/src/xpconnect/src/xpccomponents.cpp,0,10,0,16,190,9,2,2,2,1,12,0,10,0,3,6,0,0,0,18,4,3,0,1,18,18,0,0,1,0,16,214,16,183,72,70,9,0,7,91,26,0,65,8,8,17,7,1,2,83,0,31,31,41,24
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,ContextHolder,js/src/xpconnect/src/xpccomponents.cpp,0,8,0,5,27,0,1,1,1,1,9,0,8,0,1,1,0,1,0,2,3,0,0,3,3,3,0,0,0,0,3,32,5,27,15,10,0,0,0,15,10,0,5,2,2,2,1,1,1,77,0,3,3,3,2
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_Classes,js/src/xpconnect/src/xpccomponents.cpp,0,11,0,7,136,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,7,129,45,51,3,0,7,54,14,0,40,6,6,10,4,1,5,100,0,21,21,25,14
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_ClassesByID,js/src/xpconnect/src/xpccomponents.cpp,0,11,0,6,137,3,1,1,2,1,11,0,10,0,3,3,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,145,6,130,45,52,3,0,7,54,14,0,40,6,6,11,4,1,5,100,0,21,21,26,14
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_Constructor,js/src/xpconnect/src/xpccomponents.cpp,2,16,1,34,236,19,3,3,4,2,20,2,16,1,3,12,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,289,34,229,80,109,19,0,7,111,35,0,76,21,21,43,19,1,2,100,0,39,39,61,34
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_Exception,js/src/xpconnect/src/xpccomponents.cpp,1,13,1,16,190,20,2,2,3,2,15,1,12,1,3,7,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,219,16,183,63,81,20,0,7,86,21,1,64,17,13,24,15,1,3,100,0,35,31,42,30
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_ID,js/src/xpconnect/src/xpccomponents.cpp,1,9,0,18,145,7,1,1,2,1,11,1,9,0,3,6,0,1,0,12,1,0,0,1,13,13,0,0,1,0,12,170,18,138,57,51,7,0,7,63,16,0,47,6,6,9,5,1,1,100,0,24,24,27,20
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_InterfacesByID,js/src/xpconnect/src/xpccomponents.cpp,1,14,0,19,251,9,2,2,3,2,15,1,13,0,4,3,0,0,0,16,2,1,0,1,16,16,0,0,0,0,16,278,19,236,71,103,9,0,15,111,24,0,87,12,10,19,10,1,6,90,0,40,38,52,33
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_Results,js/src/xpconnect/src/xpccomponents.cpp,0,10,0,6,127,2,1,1,2,1,10,0,9,0,3,2,0,0,0,11,1,0,0,1,11,11,0,0,0,0,11,135,6,120,44,44,2,0,7,52,14,0,38,5,5,8,5,1,4,100,0,20,20,23,18
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,"[2672, 2694]",Class,nsXPCComponents_Utils,js/src/xpconnect/src/xpccomponents.cpp,5,25,4,68,324,53,4,4,6,4,35,5,22,4,3,9,0,0,0,12,2,1,0,1,12,12,0,0,0,0,12,443,68,288,91,192,49,24,16,204,60,0,144,19,19,25,19,1,2,100,0,59,59,72,51
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCComponents_utils_Sandbox,js/src/xpconnect/src/xpccomponents.cpp,2,18,0,12,109,4,3,3,3,2,20,2,17,0,2,1,0,1,0,4,1,0,0,1,5,5,0,0,1,0,4,123,12,105,47,40,4,1,3,44,14,0,30,12,12,14,9,1,4,100,0,16,16,18,13
No,a2b551c9ae88e2c7812b5c590d87675d765d16db,No,,Class,nsXPCConstructor,js/src/xpconnect/src/xpccomponents.cpp,0,10,0,16,190,9,2,2,2,1,12,0,10,0,3,6,0,0,0,18,4,3,0,1,18,18,0,0,1,0,16,214,16,183,72,70,9,0,7,91,26,0,65,8,8,17,7,1,2,83,0,31,31,41,24
